SF_ID_ENCR,ES_ECID,ES_HQECID,ES_MatchScore,ES_Tier,ES_WebsiteStatus,ES_InactiveFlag
9C85D91FF42A7EECC5157052800994C0,178467910,178467910,1,1,VALID,
04D410850C02729662F069BCF94F16BA,105605669,105605669,1,2,,
0D94DE32E16DE12586F9A13016FB635A,127919911,127919911,1,2,VALID,
393620E554A4F5BE9B111D5F4C727C7A,143114764,143114764,1,2,VALID,
6923383C64F506BC4669078F5FA5198E,112943793,112943793,1,2,,
B925DCCE5342FBD97ACD988B11A66FDD,137970069,137970069,1,1,VALID,
3C4957BABE5359CBC004F158B74A6021,121554237,121554237,1,2,VALID,
7C9011374F9141E1A9EE432B8185288D,143195564,143195564,1,1,VALID,
DCE320731707A8FD3C0C5F640ED53227,156330284,156330284,1,1,VALID,
73E7AFC88187F03BCE90130787CBB93B,108772587,108772587,1,2,,
D5C6D68ABC9441B5E79BE8DC59A5948F,126203160,126203160,1,1,VALID,
C007CA235DADBF3BDFF6C1FAAA1E8713,132596398,132596398,1,1,VALID,
B28C8D4F2C11E4EA67DD8E8AD7CD7389,149298974,149298974,1,2,VALID,
6D1BB46B29E0AF8AB0D36B44E4B6EA1A,149734391,149734391,1,1,VALID,
4A88058E6B9921A77CBB908902C6A227,,,,,,
2E7748C8AA3AAD916799BCD5898F4356,151187938,151187938,1,1,VALID,
7950A73BE9619A5E8B559851D27C62A9,134903958,134903958,1,3,VALID,
474AF1C8F74B8CB89586525D7F17960B,111266788,111266788,1,2,VALID,
913FF646551BE030B02C574EADF33821,107438928,107438928,1,2,VALID,
61CB7936E4B41CFDFB2564A7E20FC96B,147662557,147662557,1,1,VALID,
C4BEE79281BD8A8910327370EB72533F,138216681,138216681,1,1,VALID,
4B8296E46890DC8FAFB84857FBF7CCA0,113949512,113949512,1,1,VALID,
C09D3D584430E08F8D1808C758CDA82B,168382034,168382034,1,2,VALID,
68BE192B03592C67DEC7FB18EFD3CFA3,139539815,139539815,1,1,VALID,
E045023757EC2A41986081967A96EED7,201049076,201049076,1,1,VALID,
F472B1B742ED165A02157ABC59FC181E,125941730,125941730,1,1,VALID,
D80A09220D29D23786EB963AA86B68ED,104074488,104074488,1,2,VALID,
E4709839F88A7B41181AD1C9AA70EFD0,161821051,161821051,1,1,VALID,
9C3388B09E8F45ADC98AA0CFCEC9E816,102346887,102346887,1,1,VALID,
7F48C18D329F9A7B713E9B758A87531A,110108916,110108916,1,1,VALID,
CBD05EEF257C1380E3701D3885BBFAAB,137655792,137655792,1,3,VALID,
A81BA967309BE5CFE1E291B5EB46D535,106350595,106350595,1,3,PARKED,1
419C2F9EDCA916D089010B1904EE4E2E,110595928,110595928,1,2,VALID,
ACDE7952728968413A4CC09DEC3F5794,135333468,135333468,1,2,VALID,
2536EB2291968CFDB1A133ABE1E06B79,128340021,128340021,1,2,,
847ECD97AEC35868633A1D99F725424A,142200106,142200106,1,1,VALID,
59C1734653555285E15635F5AB144ABC,144020275,144020275,1,1,VALID,
BD5EFA90744FDE6B692B3F6DD7535F1C,145032367,145032367,1,2,,
65DC906E0ABDA625EA7CCCFF58D25270,102314521,102314521,1,1,VALID,
E9AF652A9A49B4AD8C855D874332A9C2,127027156,127027156,1,1,VALID,
DACB0BC5ECEFBF42D2725D000F8CA42F,107543521,107543521,1,1,VALID,
6BC3C6AD0799AFEDCC2691D583418DDA,159140873,159140873,1,2,VALID,
13C75EF2159106623C8D179D7E317F00,121598648,121598648,1,1,VALID,
5A336E96618A3FE375364A64481A9A6B,169851054,169851054,1,1,VALID,
864519504D21492C94178837727CDAB0,,,,,,
4D293713E99E492130BB0057471E8CA3,114235552,114235552,1,1,VALID,
